21.9,44.1,22.0,22.0
22.1,44.1,22.5,22.5
22.2,44.1,22.5,22.5
22.2,44.1,22.5,22.5
22.5,44.1,22.5,22.5
23.0,44.1,22.5,22.5
23.3,44.1,22.5,22.5
23.5,44.1,22.5,22.5
24.0,44.1,22.5,22.5
23.8,44.1,22.5,22.5
23.5,44.1,22.5,22.5
22.2,44.1,22.5,22.5
21.7,44.1,22.5,22.5
21.0,44.1,22.5,22.5
20.5,44.1,22.5,22.5

